trial,block,snr_level,vowel,questtype,respside,response,cv_fold,role
144,3,2,2,2,2,0,1,gen_cond
145,3,2,2,1,1,1,1,gen_cond
146,3,6,1,2,2,0,1,train_cond
147,3,3,1,4,2,0,1,gen_cond
148,3,6,1,4,2,0,1,train_cond
149,3,2,2,3,2,2,1,gen_cond
150,3,3,1,1,2,4,1,gen_cond
151,3,7,2,1,2,4,-1,excluded
152,3,5,2,2,2,0,1,gen_cond
153,3,6,2,1,2,2,1,train_cond
154,3,2,2,4,2,0,1,gen_cond
155,3,5,2,4,2,0,1,gen_cond
156,3,5,1,1,2,4,1,gen_cond
157,3,1,2,1,2,2,1,train_cond
158,4,3,1,3,2,2,1,gen_cond
159,4,3,2,1,2,2,1,gen_cond
160,4,4,1,4,2,0,1,gen_cond
161,4,2,1,4,2,0,1,gen_cond
162,4,2,2,3,2,2,1,gen_cond
163,4,6,2,1,2,4,1,train_cond
164,4,5,2,4,2,0,1,gen_cond
165,4,2,1,1,2,2,1,gen_cond
166,4,5,1,4,2,0,1,gen_cond
167,4,3,2,4,2,0,1,gen_cond
168,4,6,2,3,2,2,1,train_cond
169,4,2,2,1,2,4,1,gen_cond
170,4,3,2,3,2,2,1,gen_cond
171,4,3,1,2,2,0,1,gen_cond
172,4,5,2,2,2,0,1,gen_cond
173,4,4,1,3,2,2,1,gen_cond
174,4,5,1,2,2,0,1,gen_cond
175,4,2,1,2,2,0,1,gen_cond
176,4,7,1,2,2,0,-1,excluded
177,4,7,1,1,1,1,-1,excluded
178,4,5,2,1,1,3,1,gen_cond
179,4,4,2,1,2,2,1,gen_cond
180,4,6,2,2,2,0,1,train_cond
181,4,1,2,3,2,2,1,train_cond
182,4,2,1,3,2,2,1,gen_cond
183,4,6,1,3,1,3,1,train_cond
184,4,7,1,4,2,0,-1,excluded
185,4,7,2,2,2,0,-1,excluded
186,4,1,1,1,1,3,1,train_cond
187,4,4,2,3,2,2,1,gen_cond
188,4,2,2,4,2,0,1,gen_cond
189,4,4,1,1,2,2,1,gen_cond
190,4,2,2,2,2,0,1,gen_cond
191,4,1,1,4,2,0,1,train_cond
192,4,1,1,3,1,3,1,train_cond
193,4,1,2,4,2,0,1,train_cond
194,4,1,1,2,2,0,1,train_cond
195,4,7,2,3,2,2,-1,excluded
196,4,7,1,3,1,1,-1,excluded
197,4,4,2,4,2,0,1,gen_cond
198,4,4,1,2,2,0,1,gen_cond
199,4,1,2,2,2,0,1,train_cond
200,4,6,2,4,2,0,1,train_cond
201,4,5,2,3,2,2,1,gen_cond
202,4,5,1,3,2,2,1,gen_cond
203,4,5,1,1,2,2,1,gen_cond
204,5,1,1,4,2,0,2,train_cond
205,5,4,2,3,2,2,2,gen_cond
206,5,6,1,4,2,0,1,train_cond
207,5,1,1,2,2,0,2,train_cond
208,5,7,1,3,2,2,-1,excluded
209,5,5,2,3,2,2,2,gen_cond
210,5,6,2,1,2,4,1,train_cond
211,5,6,2,4,2,0,1,train_cond
212,5,4,2,4,2,0,2,gen_cond
213,5,3,2,1,1,1,2,gen_cond
214,5,7,2,1,2,2,-1,excluded
215,5,5,2,4,2,0,2,gen_cond
216,5,5,1,4,2,0,2,gen_cond
217,5,5,2,1,2,4,2,gen_cond
218,5,3,1,3,2,2,2,gen_cond
219,5,2,1,3,1,3,2,gen_cond
220,5,4,2,1,2,2,2,gen_cond
221,5,1,2,3,2,2,2,train_cond
222,5,2,1,2,2,0,2,gen_cond
223,5,1,2,1,2,2,2,train_cond
224,5,6,1,1,1,1,1,train_cond
225,5,3,1,2,2,0,2,gen_cond
226,5,2,2,3,1,3,2,gen_cond
227,5,1,1,3,1,3,2,train_cond
228,5,2,2,4,2,0,2,gen_cond
229,5,3,1,1,2,2,2,gen_cond
230,5,7,2,2,2,0,-1,excluded
231,5,7,1,4,2,0,-1,excluded
232,5,7,1,2,2,0,-1,excluded
233,5,4,1,4,2,0,2,gen_cond
234,5,3,2,2,2,0,2,gen_cond
235,5,7,1,1,2,4,-1,excluded
236,5,2,2,2,2,0,2,gen_cond
237,5,1,2,4,2,0,2,train_cond
238,5,1,2,2,2,0,2,train_cond
239,5,1,1,1,2,4,2,train_cond
240,5,2,2,1,2,2,2,gen_cond
241,5,5,2,2,2,0,2,gen_cond
242,5,2,1,4,2,0,2,gen_cond
243,5,5,1,2,2,0,2,gen_cond
244,5,6,1,3,2,2,2,train_cond
245,5,3,2,3,2,2,2,gen_cond
246,5,6,1,2,2,0,2,train_cond
247,5,2,1,1,1,1,2,gen_cond
248,5,3,1,4,2,0,2,gen_cond
249,5,3,2,4,2,0,2,gen_cond
250,5,4,2,2,2,0,2,gen_cond
251,5,5,1,1,2,4,2,gen_cond
252,5,7,2,3,2,2,-1,excluded
253,5,7,2,4,2,0,-1,excluded
254,5,4,1,3,1,3,2,gen_cond
255,5,6,2,3,1,3,2,train_cond
256,6,4,2,3,2,2,2,gen_cond
257,6,7,2,4,2,0,-1,excluded
258,6,6,2,4,2,0,2,train_cond
259,6,2,1,3,2,2,2,gen_cond
260,6,4,2,4,2,0,2,gen_cond
261,6,7,1,4,2,0,-1,excluded
262,6,1,2,3,2,2,2,train_cond
263,6,1,2,4,2,0,2,train_cond
264,6,4,1,4,2,0,2,gen_cond
265,6,5,2,1,1,1,2,gen_cond
266,6,2,1,4,2,0,2,gen_cond
267,6,6,1,1,1,3,2,train_cond
268,6,2,2,3,2,2,2,gen_cond
269,6,4,2,1,1,1,2,gen_cond
270,6,6,2,2,2,0,2,train_cond
271,6,1,1,1,1,1,2,train_cond
272,6,5,2,2,2,0,2,gen_cond
273,6,1,2,1,1,1,2,train_cond
274,6,7,2,1,1,1,-1,excluded
275,6,7,2,2,2,0,-1,excluded
276,6,3,1,4,2,0,2,gen_cond
277,6,3,2,2,2,0,2,gen_cond
278,6,7,1,1,2,4,-1,excluded
279,6,2,2,2,2,0,2,gen_cond
280,6,2,1,2,2,0,2,gen_cond
281,6,3,1,2,2,0,2,gen_cond
282,6,1,1,2,2,0,2,train_cond
283,6,3,2,4,2,0,2,gen_cond
284,6,5,1,1,1,1,2,gen_cond
285,6,2,2,4,2,0,2,gen_cond
286,6,3,1,1,2,2,2,gen_cond
287,6,6,2,1,2,2,2,train_cond
288,6,4,1,3,2,2,2,gen_cond
289,6,7,2,3,1,3,-1,excluded
290,6,4,2,2,2,0,2,gen_cond
291,6,3,1,3,1,3,2,gen_cond
292,6,1,1,4,2,0,2,train_cond
293,6,1,2,2,2,0,2,train_cond
294,6,4,1,1,2,2,2,gen_cond
295,6,5,2,4,2,0,2,gen_cond
296,6,6,1,3,2,2,2,train_cond
297,6,3,2,3,2,2,2,gen_cond
298,6,5,1,3,2,2,2,gen_cond
299,6,7,1,2,2,0,-1,excluded
300,6,5,2,3,1,3,2,gen_cond
301,6,6,1,4,2,0,2,train_cond
302,6,2,2,1,2,2,2,gen_cond
303,6,6,1,2,2,0,2,train_cond
304,6,2,1,1,2,2,2,gen_cond
305,6,3,2,1,1,3,2,gen_cond
306,6,5,1,2,2,0,2,gen_cond
307,7,7,1,4,2,0,-1,excluded
308,7,3,1,1,1,1,2,gen_cond
309,7,2,1,2,2,0,3,gen_cond
310,7,2,2,1,2,2,3,gen_cond
311,7,1,1,2,2,0,3,train_cond
312,7,2,2,3,2,2,3,gen_cond
313,7,5,2,2,2,0,3,gen_cond
314,7,5,1,1,2,4,3,gen_cond
315,7,1,2,1,1,3,3,train_cond
316,7,6,1,1,1,3,2,train_cond
317,7,4,2,1,1,3,3,gen_cond
318,7,5,1,4,2,0,3,gen_cond
319,7,7,2,4,2,0,-1,excluded
320,7,2,1,4,2,0,3,gen_cond
321,7,6,1,2,2,0,2,train_cond
322,7,1,2,2,2,0,3,train_cond
323,7,4,2,3,1,3,3,gen_cond
324,7,3,1,4,2,0,3,gen_cond
325,7,3,1,2,2,0,3,gen_cond
326,7,4,2,2,2,0,3,gen_cond
327,7,1,1,1,2,2,3,train_cond
328,7,3,2,4,2,0,3,gen_cond
329,7,2,2,2,2,0,3,gen_cond
330,7,6,2,1,2,2,2,train_cond
331,7,6,2,3,1,3,2,train_cond
332,7,3,2,1,1,1,3,gen_cond
333,7,1,1,3,2,2,3,train_cond
334,7,1,2,4,2,0,3,train_cond
335,7,7,2,1,1,3,-1,excluded
336,7,3,2,3,2,2,3,gen_cond
337,7,4,1,4,2,0,3,gen_cond
338,7,7,2,2,2,0,-1,excluded
339,7,3,1,3,2,2,3,gen_cond
340,7,6,1,4,2,0,2,train_cond
341,7,5,1,3,2,2,3,gen_cond
342,7,2,2,4,2,0,3,gen_cond
343,7,4,1,1,2,2,3,gen_cond
344,7,4,1,2,2,0,3,gen_cond
345,7,4,1,3,2,2,3,gen_cond
346,7,5,2,3,2,2,3,gen_cond
347,7,5,2,4,2,0,3,gen_cond
348,7,5,1,2,2,0,3,gen_cond
349,7,2,1,1,1,1,3,gen_cond
350,7,7,1,1,1,1,-1,excluded
351,7,2,1,3,2,2,3,gen_cond
352,7,6,2,4,2,0,3,train_cond
353,7,4,2,4,2,0,3,gen_cond
354,7,7,1,3,2,2,-1,excluded
355,7,3,2,2,2,0,3,gen_cond
356,8,5,1,3,1,3,3,gen_cond
357,8,7,2,2,2,0,-1,excluded
358,8,5,1,4,2,0,3,gen_cond
359,8,4,1,4,2,0,3,gen_cond
360,8,1,1,4,2,0,3,train_cond
361,8,1,2,2,2,0,3,train_cond
362,8,3,1,4,2,0,3,gen_cond
363,8,1,2,3,2,4,3,train_cond
364,8,2,1,1,2,2,3,gen_cond
365,8,7,1,3,2,2,-1,excluded
366,8,6,1,1,1,3,3,train_cond
367,8,2,1,4,2,0,3,gen_cond
368,8,1,2,4,2,0,3,train_cond
369,8,1,2,1,2,2,3,train_cond
370,8,7,2,1,2,2,-1,excluded
371,8,2,2,4,2,0,3,gen_cond
372,8,7,1,4,2,0,-1,excluded
373,8,3,2,4,2,0,3,gen_cond
374,8,5,1,1,2,2,3,gen_cond
375,8,6,1,2,2,0,3,train_cond
376,8,3,2,3,2,2,3,gen_cond
377,8,3,2,2,2,0,3,gen_cond
378,8,6,1,4,2,0,3,train_cond
379,8,7,2,3,1,3,-1,excluded
380,8,6,2,2,2,0,3,train_cond
381,8,5,2,1,2,2,3,gen_cond
382,8,5,1,2,2,0,3,gen_cond
383,8,2,2,3,1,1,3,gen_cond
384,8,3,1,2,2,0,3,gen_cond
385,8,3,2,1,2,2,3,gen_cond
386,8,4,1,3,2,4,3,gen_cond
387,8,3,1,1,2,2,3,gen_cond
388,8,6,2,3,1,3,3,train_cond
389,8,4,1,1,2,2,3,gen_cond
390,8,1,1,1,1,1,3,train_cond
391,8,2,1,3,2,2,3,gen_cond
392,8,3,1,3,2,2,3,gen_cond
393,8,6,2,1,1,1,3,train_cond
394,8,1,1,2,2,0,3,train_cond
395,8,4,1,2,2,0,3,gen_cond
396,8,4,2,3,2,2,3,gen_cond
397,8,2,1,2,2,0,3,gen_cond
398,8,7,1,1,2,2,-1,excluded
399,8,5,2,2,2,0,3,gen_cond
400,8,4,2,4,2,0,3,gen_cond
401,8,5,2,4,2,0,3,gen_cond
402,8,7,1,2,2,0,-1,excluded
403,8,1,1,3,2,4,3,train_cond
404,8,6,1,3,2,2,3,train_cond
405,9,4,2,3,2,2,3,gen_cond
406,9,4,2,4,2,0,3,gen_cond
407,9,4,1,1,2,2,3,gen_cond
408,9,3,1,1,1,3,4,gen_cond
409,9,7,1,1,2,2,-1,excluded
410,9,4,1,3,2,2,4,gen_cond
411,9,1,1,3,2,2,3,train_cond
412,9,4,2,1,2,2,4,gen_cond
413,9,5,2,2,2,0,4,gen_cond
414,9,1,2,2,2,0,3,train_cond
415,9,7,1,3,2,2,-1,excluded
416,9,5,2,3,2,2,4,gen_cond
417,9,3,2,1,2,2,4,gen_cond
418,9,7,2,2,2,0,-1,excluded
419,9,2,1,3,1,3,4,gen_cond
420,9,6,2,4,2,0,3,train_cond
421,9,4,1,2,2,0,4,gen_cond
422,9,5,1,4,2,0,4,gen_cond
423,9,4,2,2,2,0,4,gen_cond
424,9,1,2,3,2,2,4,train_cond
425,9,6,2,2,2,0,3,train_cond
426,9,6,1,4,2,0,3,train_cond
427,9,2,1,2,2,0,4,gen_cond
428,9,1,2,1,1,1,4,train_cond
429,9,3,1,4,2,0,4,gen_cond
430,9,5,1,3,2,2,4,gen_cond
431,9,5,1,2,2,0,4,gen_cond
432,9,4,1,4,2,0,4,gen_cond
433,9,6,2,1,2,2,3,train_cond
434,9,1,2,4,2,0,4,train_cond
435,9,5,2,4,2,0,4,gen_cond
436,9,7,1,2,2,0,-1,excluded
437,9,3,2,3,1,1,4,gen_cond
438,9,5,1,1,1,1,4,gen_cond
439,9,5,2,1,1,1,4,gen_cond
440,9,3,2,4,2,0,4,gen_cond
441,9,3,1,3,1,1,4,gen_cond
442,9,2,2,3,1,3,4,gen_cond
443,9,1,1,1,2,2,4,train_cond
444,9,1,1,2,2,0,4,train_cond
445,9,7,2,3,1,3,-1,excluded
446,9,7,2,4,2,0,-1,excluded
447,9,3,2,2,2,0,4,gen_cond
448,9,6,1,1,2,2,3,train_cond
449,9,2,1,4,2,0,4,gen_cond
450,9,2,2,1,1,3,4,gen_cond
451,9,1,1,4,2,0,4,train_cond
452,9,7,2,1,2,2,-1,excluded
453,9,7,1,4,2,0,-1,excluded
454,9,6,1,3,2,2,3,train_cond
455,9,2,2,4,2,0,4,gen_cond
456,9,6,2,3,2,2,4,train_cond
457,9,2,2,2,2,0,4,gen_cond
458,10,6,2,2,2,0,4,train_cond
459,10,4,1,2,2,0,4,gen_cond
460,10,7,2,3,2,4,-1,excluded
461,10,7,2,2,2,0,-1,excluded
462,10,2,2,1,2,2,4,gen_cond
463,10,3,2,2,2,0,4,gen_cond
464,10,1,1,3,2,2,4,train_cond
465,10,5,1,2,2,0,4,gen_cond
466,10,4,1,1,1,3,4,gen_cond
467,10,5,1,4,2,0,4,gen_cond
468,10,6,1,2,2,0,4,train_cond
469,10,5,2,2,2,0,4,gen_cond
470,10,3,2,1,1,1,4,gen_cond
471,10,5,1,3,1,3,4,gen_cond
472,10,5,1,1,1,3,4,gen_cond
473,10,2,1,4,2,0,4,gen_cond
474,10,6,2,1,1,1,4,train_cond
475,10,7,1,1,1,1,-1,excluded
476,10,2,2,2,2,0,4,gen_cond
477,10,5,2,3,1,3,4,gen_cond
478,10,1,1,4,2,0,4,train_cond
479,10,2,1,1,1,1,4,gen_cond
480,10,1,2,1,2,2,4,train_cond
481,10,6,1,3,1,3,4,train_cond
482,10,6,2,4,2,0,4,train_cond
483,10,7,2,1,1,3,-1,excluded
484,10,4,2,3,2,4,4,gen_cond
485,10,7,1,2,2,0,-1,excluded
486,10,5,2,1,1,3,4,gen_cond
487,10,4,1,3,1,3,4,gen_cond
488,10,6,1,1,1,3,4,train_cond
489,10,3,1,3,1,3,4,gen_cond
490,10,6,1,4,2,0,4,train_cond
491,10,7,1,4,2,0,-1,excluded
492,10,2,2,4,2,0,4,gen_cond
493,10,1,2,3,1,3,4,train_cond
494,10,1,1,2,2,0,4,train_cond
495,10,1,1,1,1,1,4,train_cond
496,10,2,1,2,2,0,4,gen_cond
497,10,3,1,1,1,1,4,gen_cond
498,10,3,1,4,2,0,4,gen_cond
499,10,7,2,4,2,0,-1,excluded
500,10,1,2,4,2,0,4,train_cond
501,10,3,1,2,2,0,4,gen_cond
502,10,2,1,3,2,2,4,gen_cond
503,10,3,2,4,2,0,4,gen_cond
504,10,5,2,4,2,0,4,gen_cond
505,10,4,1,4,2,0,4,gen_cond
506,10,1,2,2,2,0,4,train_cond
507,10,2,2,3,1,3,4,gen_cond
508,10,3,2,3,1,3,4,gen_cond
509,11,3,2,4,2,0,4,gen_cond
510,11,2,2,3,2,2,4,gen_cond
511,11,2,1,4,2,0,4,gen_cond
512,11,2,2,4,2,0,4,gen_cond
513,11,6,2,4,2,0,4,train_cond
514,11,7,2,4,2,0,-1,excluded
515,11,7,2,2,2,0,-1,excluded
516,11,7,2,3,1,1,-1,excluded
517,11,3,1,4,2,0,5,gen_cond
518,11,6,2,1,1,3,4,train_cond
519,11,1,2,1,1,1,4,train_cond
520,11,6,2,3,1,3,4,train_cond
521,11,3,1,3,1,3,5,gen_cond
522,11,5,1,1,2,4,5,gen_cond
523,11,2,2,2,2,0,5,gen_cond
524,11,3,2,2,2,0,5,gen_cond
525,11,1,1,3,2,2,5,train_cond
526,11,1,1,2,2,0,5,train_cond
527,11,2,2,1,1,3,5,gen_cond
528,11,5,1,2,2,0,5,gen_cond
529,11,4,1,4,2,0,5,gen_cond
530,11,2,1,1,2,2,5,gen_cond
531,11,2,1,3,2,2,5,gen_cond
532,11,6,1,3,1,1,4,train_cond
533,11,5,2,1,1,3,5,gen_cond
534,11,1,1,1,2,2,5,train_cond
535,11,6,1,1,2,2,4,train_cond
536,11,7,1,1,1,3,-1,excluded
537,11,7,1,3,1,3,-1,excluded
538,11,1,2,3,1,3,5,train_cond
539,11,1,2,4,2,0,5,train_cond
540,11,5,1,4,2,0,5,gen_cond
541,11,3,2,1,1,1,5,gen_cond
542,11,5,2,3,1,1,5,gen_cond
543,11,1,1,4,2,0,5,train_cond
544,11,5,2,2,2,0,5,gen_cond
545,11,7,2,1,1,3,-1,excluded
546,11,4,1,1,1,3,5,gen_cond
547,11,7,1,2,2,0,-1,excluded
548,11,4,2,1,1,3,5,gen_cond
549,11,2,1,2,2,0,5,gen_cond
550,11,4,2,2,2,0,5,gen_cond
551,11,4,1,2,2,0,5,gen_cond
552,11,6,2,2,2,0,4,train_cond
553,11,4,2,4,2,0,5,gen_cond
554,11,3,2,3,2,2,5,gen_cond
555,11,1,2,2,2,0,5,train_cond
556,11,4,2,3,2,2,5,gen_cond
557,11,6,1,4,2,0,5,train_cond
558,11,7,1,4,2,0,-1,excluded
559,11,6,1,2,2,0,5,train_cond
560,12,6,1,1,1,1,5,train_cond
561,12,3,2,3,1,3,5,gen_cond
562,12,6,2,3,1,3,5,train_cond
563,12,1,2,4,2,0,5,train_cond
564,12,6,2,4,2,0,5,train_cond
565,12,7,1,2,2,0,-1,excluded
566,12,6,1,4,2,0,5,train_cond
567,12,5,2,2,2,0,5,gen_cond
568,12,7,2,2,2,0,-1,excluded
569,12,2,1,1,1,1,5,gen_cond
570,12,4,2,1,2,2,5,gen_cond
571,12,5,2,1,2,4,5,gen_cond
572,12,1,1,3,1,3,5,train_cond
573,12,1,1,1,2,2,5,train_cond
574,12,1,2,1,2,2,5,train_cond
575,12,3,1,3,1,3,5,gen_cond
576,12,4,2,3,2,2,5,gen_cond
577,12,7,2,4,2,0,-1,excluded
578,12,2,1,2,2,0,5,gen_cond
579,12,6,2,1,1,3,5,train_cond
580,12,6,2,2,2,0,5,train_cond
581,12,5,1,1,2,2,5,gen_cond
582,12,5,1,4,2,0,5,gen_cond
583,12,6,1,3,2,2,5,train_cond
584,12,2,1,3,2,2,5,gen_cond
585,12,1,2,2,2,0,5,train_cond
586,12,2,1,4,2,0,5,gen_cond
587,12,2,2,2,2,0,5,gen_cond
588,12,6,1,2,2,0,5,train_cond
589,12,4,1,3,1,3,5,gen_cond
590,12,1,1,2,2,0,5,train_cond
591,12,4,1,2,2,0,5,gen_cond
592,12,5,2,4,2,0,5,gen_cond
593,12,2,2,4,2,0,5,gen_cond
594,12,7,2,1,2,2,-1,excluded
595,12,5,1,2,2,0,5,gen_cond
596,12,4,1,4,2,0,5,gen_cond
597,12,7,1,3,2,2,-1,excluded
598,12,1,2,3,2,2,5,train_cond
599,12,3,1,4,2,0,5,gen_cond
600,12,2,2,3,2,2,5,gen_cond
601,12,7,1,1,1,1,-1,excluded
602,12,3,2,4,2,0,5,gen_cond
603,12,4,2,4,2,0,5,gen_cond
604,12,4,1,1,1,1,5,gen_cond
605,12,3,1,2,2,0,5,gen_cond
606,12,3,2,2,2,0,5,gen_cond
607,12,3,2,1,1,1,5,gen_cond
608,12,7,2,3,1,1,-1,excluded
609,12,5,2,3,2,2,5,gen_cond
610,12,3,1,1,2,2,5,gen_cond
611,12,5,1,3,1,3,5,gen_cond
612,12,2,2,1,1,3,5,gen_cond
613,12,1,1,4,2,0,5,train_cond
614,12,7,1,4,2,0,-1,excluded
615,13,1,2,2,2,0,6,train_cond
616,13,5,1,4,2,0,5,gen_cond
617,13,4,2,2,2,0,5,gen_cond
618,13,3,2,4,2,0,5,gen_cond
619,13,5,1,3,1,3,5,gen_cond
620,13,7,2,1,1,3,-1,excluded
621,13,6,2,1,1,3,5,train_cond
622,13,5,1,1,1,3,5,gen_cond
623,13,4,2,3,1,3,5,gen_cond
624,13,2,1,1,1,3,6,gen_cond
625,13,2,2,1,1,1,6,gen_cond
626,13,6,1,2,2,0,5,train_cond
627,13,1,1,4,2,0,6,train_cond
628,13,3,1,2,2,0,6,gen_cond
629,13,2,2,3,1,3,6,gen_cond
630,13,5,2,3,2,2,6,gen_cond
631,13,1,2,3,2,2,6,train_cond
632,13,4,1,4,2,0,6,gen_cond
633,13,3,1,1,2,2,6,gen_cond
634,13,6,1,1,2,2,5,train_cond
635,13,4,1,1,1,3,6,gen_cond
636,13,5,2,1,1,3,6,gen_cond
637,13,2,2,4,2,0,6,gen_cond
638,13,7,1,1,2,2,-1,excluded
639,13,3,2,2,2,0,6,gen_cond
640,13,5,1,2,2,0,6,gen_cond
641,13,1,1,3,2,2,6,train_cond
642,13,4,2,4,2,0,6,gen_cond
643,13,6,2,4,2,0,5,train_cond
644,13,6,1,4,2,0,6,train_cond
