quantity,group,bin_center,count
SR,non_sepsis,1.0076369578134494,2525
SR,non_sepsis,1.1370170026052622,2614
SR,non_sepsis,1.266397047397075,2367
SR,non_sepsis,1.3957770921888877,2436
SR,non_sepsis,1.5251571369807004,2268
SR,non_sepsis,1.654537181772513,1888
SR,non_sepsis,1.7839172265643257,1775
SR,non_sepsis,1.9132972713561385,1605
SR,non_sepsis,2.0426773161479512,1318
SR,non_sepsis,2.172057360939764,1192
SR,non_sepsis,2.3014374057315767,938
SR,non_sepsis,2.4308174505233895,775
SR,non_sepsis,2.5601974953152022,662
SR,non_sepsis,2.689577540107015,570
SR,non_sepsis,2.8189575848988278,472
SR,non_sepsis,2.9483376296906405,404
SR,non_sepsis,3.0777176744824533,298
SR,non_sepsis,3.207097719274266,272
SR,non_sepsis,3.3364777640660783,220
SR,non_sepsis,3.465857808857891,162
SR,non_sepsis,3.595237853649704,166
SR,non_sepsis,3.7246178984415166,122
SR,non_sepsis,3.8539979432333293,105
SR,non_sepsis,3.983377988025142,95
SR,non_sepsis,4.112758032816956,79
SR,non_sepsis,4.242138077608768,58
SR,non_sepsis,4.37151812240058,60
SR,non_sepsis,4.500898167192393,56
SR,non_sepsis,4.630278211984206,36
SR,non_sepsis,4.759658256776019,38
SR,non_sepsis,4.889038301567831,30
SR,non_sepsis,5.018418346359644,22
SR,non_sepsis,5.147798391151457,16
SR,non_sepsis,5.27717843594327,17
SR,non_sepsis,5.406558480735082,17
SR,non_sepsis,5.535938525526895,13
SR,non_sepsis,5.665318570318708,12
SR,non_sepsis,5.794698615110521,0
SR,non_sepsis,5.924078659902333,10
SR,non_sepsis,6.053458704694146,0
SR,non_sepsis,6.182838749485959,0
SR,non_sepsis,6.312218794277771,0
SR,non_sepsis,6.441598839069584,0
SR,non_sepsis,6.570978883861397,0
SR,non_sepsis,6.700358928653209,0
SR,non_sepsis,6.829738973445022,0
SR,non_sepsis,6.959119018236835,0
SR,non_sepsis,7.088499063028648,0
SR,non_sepsis,7.21787910782046,0
SR,non_sepsis,7.347259152612273,0
SR,non_sepsis,7.4766391974040864,0
SR,non_sepsis,7.606019242195899,0
SR,non_sepsis,7.735399286987711,0
SR,non_sepsis,7.864779331779525,0
R_self,cohort,1070.5409072368807,79
R_self,cohort,1230.7272500125287,146
R_self,cohort,1390.9135927881766,188
R_self,cohort,1551.0999355638246,245
R_self,cohort,1711.2862783394726,262
R_self,cohort,1871.4726211151205,392
R_self,cohort,2031.658963890769,487
R_self,cohort,2191.845306666417,509
R_self,cohort,2352.031649442065,661
R_self,cohort,2512.217992217713,845
R_self,cohort,2672.404334993361,837
R_self,cohort,2832.590677769009,790
R_self,cohort,2992.777020544657,1389
R_self,cohort,3152.9633633203052,1226
R_self,cohort,3313.149706095953,1154
R_self,cohort,3473.336048871601,1313
R_self,cohort,3633.522391647249,1434
R_self,cohort,3793.708734422897,1391
R_self,cohort,3953.895077198545,1478
R_self,cohort,4114.081419974193,1569
R_self,cohort,4274.2677627498415,1014
R_self,cohort,4434.454105525489,1858
R_self,cohort,4594.640448301137,1297
R_self,cohort,4754.8267910767845,1489
R_self,cohort,4915.013133852433,1299
R_self,cohort,5075.199476628081,1307
R_self,cohort,5235.385819403729,1359
R_self,cohort,5395.572162179378,1060
R_self,cohort,5555.758504955025,1289
R_self,cohort,5715.944847730674,991
R_self,cohort,5876.131190506321,858
R_self,cohort,6036.31753328197,885
R_self,cohort,6196.503876057617,803
R_self,cohort,6356.690218833266,647
R_self,cohort,6516.876561608913,666
R_self,cohort,6677.062904384562,507
R_self,cohort,6837.249247160209,442
R_self,cohort,6997.435589935858,387
R_self,cohort,7157.621932711505,362
R_self,cohort,7317.808275487154,291
R_self,cohort,7477.994618262802,275
R_self,cohort,7638.18096103845,231
R_self,cohort,7798.367303814099,197
R_self,cohort,7958.553646589746,164
R_self,cohort,8118.739989365395,130
R_self,cohort,8278.926332141042,111
R_self,cohort,8439.11267491669,68
R_self,cohort,8599.299017692338,56
R_self,cohort,8759.485360467985,129
R_self,cohort,8919.671703243634,22
R_self,cohort,9079.858046019282,36
R_self,cohort,9240.04438879493,54
R_self,cohort,9400.230731570578,38
R_self,cohort,9560.417074346227,23
R_self,cohort,9720.603417121874,27
R_self,cohort,9880.789759897521,19
R_self,cohort,10040.97610267317,17
R_self,cohort,10201.16244544882,0
R_self,cohort,10361.348788224466,0
R_self,cohort,10521.535131000113,10
R_self,sepsis,1070.5409072368807,0
R_self,sepsis,1230.7272500125287,0
R_self,sepsis,1390.9135927881766,0
R_self,sepsis,1551.0999355638246,0
R_self,sepsis,1711.2862783394726,0
R_self,sepsis,1871.4726211151205,10
R_self,sepsis,2031.658963890769,0
R_self,sepsis,2191.845306666417,0
R_self,sepsis,2352.031649442065,19
R_self,sepsis,2512.217992217713,25
R_self,sepsis,2672.404334993361,29
R_self,sepsis,2832.590677769009,39
R_self,sepsis,2992.777020544657,39
R_self,sepsis,3152.9633633203052,54
R_self,sepsis,3313.149706095953,53
R_self,sepsis,3473.336048871601,57
R_self,sepsis,3633.522391647249,66
R_self,sepsis,3793.708734422897,81
R_self,sepsis,3953.895077198545,88
R_self,sepsis,4114.081419974193,90
R_self,sepsis,4274.2677627498415,62
R_self,sepsis,4434.454105525489,125
R_self,sepsis,4594.640448301137,73
R_self,sepsis,4754.8267910767845,109
R_self,sepsis,4915.013133852433,93
R_self,sepsis,5075.199476628081,110
R_self,sepsis,5235.385819403729,112
R_self,sepsis,5395.572162179378,92
R_self,sepsis,5555.758504955025,128
R_self,sepsis,5715.944847730674,88
R_self,sepsis,5876.131190506321,92
R_self,sepsis,6036.31753328197,72
R_self,sepsis,6196.503876057617,96
R_self,sepsis,6356.690218833266,59
R_self,sepsis,6516.876561608913,62
R_self,sepsis,6677.062904384562,46
R_self,sepsis,6837.249247160209,38
R_self,sepsis,6997.435589935858,34
R_self,sepsis,7157.621932711505,38
R_self,sepsis,7317.808275487154,20
R_self,sepsis,7477.994618262802,46
R_self,sepsis,7638.18096103845,17
R_self,sepsis,7798.367303814099,14
R_self,sepsis,7958.553646589746,12
R_self,sepsis,8118.739989365395,18
R_self,sepsis,8278.926332141042,11
R_self,sepsis,8439.11267491669,0
R_self,sepsis,8599.299017692338,0
R_self,sepsis,8759.485360467985,27
R_self,sepsis,8919.671703243634,0
R_self,sepsis,9079.858046019282,0
R_self,sepsis,9240.04438879493,0
R_self,sepsis,9400.230731570578,0
R_self,sepsis,9560.417074346227,0
R_self,sepsis,9720.603417121874,0
R_self,sepsis,9880.789759897521,0
R_self,sepsis,10040.97610267317,0
R_self,sepsis,10201.16244544882,0
R_self,sepsis,10361.348788224466,0
R_self,sepsis,10521.535131000113,0
R_self,non_sepsis,1070.5409072368807,78
R_self,non_sepsis,1230.7272500125287,142
R_self,non_sepsis,1390.9135927881766,187
R_self,non_sepsis,1551.0999355638246,241
R_self,non_sepsis,1711.2862783394726,255
R_self,non_sepsis,1871.4726211151205,382
R_self,non_sepsis,2031.658963890769,479
R_self,non_sepsis,2191.845306666417,501
R_self,non_sepsis,2352.031649442065,642
R_self,non_sepsis,2512.217992217713,820
R_self,non_sepsis,2672.404334993361,808
R_self,non_sepsis,2832.590677769009,751
R_self,non_sepsis,2992.777020544657,1350
R_self,non_sepsis,3152.9633633203052,1172
R_self,non_sepsis,3313.149706095953,1101
R_self,non_sepsis,3473.336048871601,1256
R_self,non_sepsis,3633.522391647249,1368
R_self,non_sepsis,3793.708734422897,1310
R_self,non_sepsis,3953.895077198545,1390
R_self,non_sepsis,4114.081419974193,1479
R_self,non_sepsis,4274.2677627498415,952
R_self,non_sepsis,4434.454105525489,1733
R_self,non_sepsis,4594.640448301137,1224
R_self,non_sepsis,4754.8267910767845,1380
R_self,non_sepsis,4915.013133852433,1206
R_self,non_sepsis,5075.199476628081,1197
R_self,non_sepsis,5235.385819403729,1247
R_self,non_sepsis,5395.572162179378,968
R_self,non_sepsis,5555.758504955025,1161
R_self,non_sepsis,5715.944847730674,903
R_self,non_sepsis,5876.131190506321,766
R_self,non_sepsis,6036.31753328197,813
R_self,non_sepsis,6196.503876057617,707
R_self,non_sepsis,6356.690218833266,588
R_self,non_sepsis,6516.876561608913,604
R_self,non_sepsis,6677.062904384562,461
R_self,non_sepsis,6837.249247160209,404
R_self,non_sepsis,6997.435589935858,353
R_self,non_sepsis,7157.621932711505,324
R_self,non_sepsis,7317.808275487154,271
R_self,non_sepsis,7477.994618262802,229
R_self,non_sepsis,7638.18096103845,214
R_self,non_sepsis,7798.367303814099,183
R_self,non_sepsis,7958.553646589746,152
R_self,non_sepsis,8118.739989365395,112
R_self,non_sepsis,8278.926332141042,100
R_self,non_sepsis,8439.11267491669,61
R_self,non_sepsis,8599.299017692338,51
R_self,non_sepsis,8759.485360467985,102
R_self,non_sepsis,8919.671703243634,17
R_self,non_sepsis,9079.858046019282,32
R_self,non_sepsis,9240.04438879493,48
R_self,non_sepsis,9400.230731570578,34
R_self,non_sepsis,9560.417074346227,19
R_self,non_sepsis,9720.603417121874,24
R_self,non_sepsis,9880.789759897521,17
R_self,non_sepsis,10040.97610267317,12
R_self,non_sepsis,10201.16244544882,0
R_self,non_sepsis,10361.348788224466,0
R_self,non_sepsis,10521.535131000113,0
C_self,cohort,1087.6333333333337,40
C_self,cohort,1314.9000000000005,73
C_self,cohort,1542.1666666666674,141
C_self,cohort,1769.433333333334,200
C_self,cohort,1996.700000000001,235
C_self,cohort,2223.966666666668,382
C_self,cohort,2451.2333333333345,410
C_self,cohort,2678.500000000002,651
C_self,cohort,2905.7666666666682,724
C_self,cohort,3133.0333333333356,927
C_self,cohort,3360.300000000002,981
C_self,cohort,3587.566666666669,1250
C_self,cohort,3814.8333333333358,1356
C_self,cohort,4042.1000000000026,1534
C_self,cohort,4269.3666666666695,2222
C_self,cohort,4496.633333333337,964
C_self,cohort,4723.900000000003,1934
C_self,cohort,4951.16666666667,1937
C_self,cohort,5178.433333333337,1922
C_self,cohort,5405.7000000000035,1973
C_self,cohort,5632.966666666671,1733
C_self,cohort,5860.233333333337,1745
C_self,cohort,6087.500000000004,1654
C_self,cohort,6314.766666666671,1670
C_self,cohort,6542.033333333338,1344
C_self,cohort,6769.300000000005,1107
C_self,cohort,6996.566666666671,1146
C_self,cohort,7223.8333333333385,1036
C_self,cohort,7451.100000000006,820
C_self,cohort,7678.366666666672,828
C_self,cohort,7905.633333333339,532
C_self,cohort,8132.900000000007,512
C_self,cohort,8360.166666666673,370
C_self,cohort,8587.43333333334,103
C_self,cohort,8814.700000000006,1012
C_self,cohort,9041.966666666674,116
C_self,cohort,9269.23333333334,148
C_self,cohort,9496.500000000007,160
C_self,cohort,9723.766666666674,129
C_self,cohort,9951.03333333334,146
C_self,cohort,10178.300000000007,105
C_self,cohort,10405.566666666675,127
C_self,cohort,10632.833333333341,29
C_self,cohort,10860.100000000008,111
C_self,cohort,11087.366666666676,21
C_self,cohort,11314.633333333342,50
C_self,cohort,11541.900000000009,11
C_self,cohort,11769.166666666675,58
C_self,cohort,11996.433333333342,11
C_self,cohort,12223.700000000008,36
C_self,cohort,12450.966666666676,11
C_self,cohort,12678.233333333343,11
C_self,cohort,12905.50000000001,0
C_self,cohort,13132.766666666677,36
C_self,cohort,13360.033333333344,0
C_self,cohort,13587.30000000001,0
C_self,cohort,13814.566666666677,0
C_self,cohort,14041.833333333343,0
C_self,cohort,14269.100000000011,0
C_self,cohort,14496.366666666678,17
C_self,sepsis,1087.6333333333337,0
C_self,sepsis,1314.9000000000005,0
C_self,sepsis,1542.1666666666674,0
C_self,sepsis,1769.433333333334,0
C_self,sepsis,1996.700000000001,14
C_self,sepsis,2223.966666666668,22
C_self,sepsis,2451.2333333333345,31
C_self,sepsis,2678.500000000002,34
C_self,sepsis,2905.7666666666682,65
C_self,sepsis,3133.0333333333356,64
C_self,sepsis,3360.300000000002,72
C_self,sepsis,3587.566666666669,88
C_self,sepsis,3814.8333333333358,102
C_self,sepsis,4042.1000000000026,95
C_self,sepsis,4269.3666666666695,144
C_self,sepsis,4496.633333333337,74
C_self,sepsis,4723.900000000003,130
C_self,sepsis,4951.16666666667,142
C_self,sepsis,5178.433333333337,156
C_self,sepsis,5405.7000000000035,126
C_self,sepsis,5632.966666666671,123
C_self,sepsis,5860.233333333337,132
C_self,sepsis,6087.500000000004,102
C_self,sepsis,6314.766666666671,97
C_self,sepsis,6542.033333333338,95
C_self,sepsis,6769.300000000005,66
C_self,sepsis,6996.566666666671,72
C_self,sepsis,7223.8333333333385,58
C_self,sepsis,7451.100000000006,45
C_self,sepsis,7678.366666666672,31
C_self,sepsis,7905.633333333339,25
C_self,sepsis,8132.900000000007,21
C_self,sepsis,8360.166666666673,19
C_self,sepsis,8587.43333333334,0
C_self,sepsis,8814.700000000006,83
C_self,sepsis,9041.966666666674,0
C_self,sepsis,9269.23333333334,0
C_self,sepsis,9496.500000000007,0
C_self,sepsis,9723.766666666674,0
C_self,sepsis,9951.03333333334,0
C_self,sepsis,10178.300000000007,0
C_self,sepsis,10405.566666666675,0
C_self,sepsis,10632.833333333341,0
C_self,sepsis,10860.100000000008,0
C_self,sepsis,11087.366666666676,0
C_self,sepsis,11314.633333333342,0
C_self,sepsis,11541.900000000009,0
C_self,sepsis,11769.166666666675,0
C_self,sepsis,11996.433333333342,0
C_self,sepsis,12223.700000000008,0
C_self,sepsis,12450.966666666676,0
C_self,sepsis,12678.233333333343,0
C_self,sepsis,12905.50000000001,0
C_self,sepsis,13132.766666666677,0
C_self,sepsis,13360.033333333344,0
C_self,sepsis,13587.30000000001,0
C_self,sepsis,13814.566666666677,0
C_self,sepsis,14041.833333333343,0
C_self,sepsis,14269.100000000011,0
C_self,sepsis,14496.366666666678,0
C_self,non_sepsis,1087.6333333333337,39
C_self,non_sepsis,1314.9000000000005,72
C_self,non_sepsis,1542.1666666666674,135
C_self,non_sepsis,1769.433333333334,196
C_self,non_sepsis,1996.700000000001,221
C_self,non_sepsis,2223.966666666668,360
C_self,non_sepsis,2451.2333333333345,379
C_self,non_sepsis,2678.500000000002,617
C_self,non_sepsis,2905.7666666666682,659
C_self,non_sepsis,3133.0333333333356,863
C_self,non_sepsis,3360.300000000002,909
C_self,non_sepsis,3587.566666666669,1162
C_self,non_sepsis,3814.8333333333358,1254
C_self,non_sepsis,4042.1000000000026,1439
C_self,non_sepsis,4269.3666666666695,2078
C_self,non_sepsis,4496.633333333337,890
C_self,non_sepsis,4723.900000000003,1804
C_self,non_sepsis,4951.16666666667,1795
C_self,non_sepsis,5178.433333333337,1766
C_self,non_sepsis,5405.7000000000035,1847
C_self,non_sepsis,5632.966666666671,1610
C_self,non_sepsis,5860.233333333337,1613
C_self,non_sepsis,6087.500000000004,1552
C_self,non_sepsis,6314.766666666671,1573
C_self,non_sepsis,6542.033333333338,1249
C_self,non_sepsis,6769.300000000005,1041
C_self,non_sepsis,6996.566666666671,1074
C_self,non_sepsis,7223.8333333333385,978
C_self,non_sepsis,7451.100000000006,775
C_self,non_sepsis,7678.366666666672,797
C_self,non_sepsis,7905.633333333339,507
C_self,non_sepsis,8132.900000000007,491
C_self,non_sepsis,8360.166666666673,351
C_self,non_sepsis,8587.43333333334,95
C_self,non_sepsis,8814.700000000006,929
C_self,non_sepsis,9041.966666666674,110
C_self,non_sepsis,9269.23333333334,143
C_self,non_sepsis,9496.500000000007,155
C_self,non_sepsis,9723.766666666674,121
C_self,non_sepsis,9951.03333333334,137
C_self,non_sepsis,10178.300000000007,102
C_self,non_sepsis,10405.566666666675,121
C_self,non_sepsis,10632.833333333341,28
C_self,non_sepsis,10860.100000000008,104
C_self,non_sepsis,11087.366666666676,20
C_self,non_sepsis,11314.633333333342,47
C_self,non_sepsis,11541.900000000009,11
C_self,non_sepsis,11769.166666666675,51
C_self,non_sepsis,11996.433333333342,10
C_self,non_sepsis,12223.700000000008,34
C_self,non_sepsis,12450.966666666676,11
C_self,non_sepsis,12678.233333333343,10
C_self,non_sepsis,12905.50000000001,0
C_self,non_sepsis,13132.766666666677,31
C_self,non_sepsis,13360.033333333344,0
C_self,non_sepsis,13587.30000000001,0
C_self,non_sepsis,13814.566666666677,0
C_self,non_sepsis,14041.833333333343,0
C_self,non_sepsis,14269.100000000011,0
C_self,non_sepsis,14496.366666666678,12
