generator,grid,rep,size,member,recipe,n_cold,n_starts,ref_loglik,prefix_loglik,gap,miss,heldout,ref_heldout,heldout_change,n_heldout_trials,seconds_strong,seconds_pipeline,n_archived
M2B,{},2,inner,M2H,+16 @0.25,4,20,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+32 @0.25,4,36,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+64 @0.25,4,68,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+8 @0.50,4,12,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+8 mixed,4,12,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+8 @0.25 (seed B),4,12,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+16 @0.50,4,20,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+16 mixed,4,20,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2H,+16 @0.25 (seed B),4,20,-7127.19249,-7127.19249,0.0,0,-2633.9416062660835,-2633.9416062660835,0.0,2352,649.8,30.4,84
M2B,{},2,inner,M2S,cold only,4,4,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+8 @0.25,4,12,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+16 @0.25,4,20,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+32 @0.25,4,36,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+64 @0.25,4,68,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+8 @0.50,4,12,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+8 mixed,4,12,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+8 @0.25 (seed B),4,12,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+16 @0.50,4,20,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+16 mixed,4,20,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2S,+16 @0.25 (seed B),4,20,-7128.137163,-7128.137163,0.0,0,-2634.7799793219806,-2634.7799793219806,0.0,2352,363.3,21.6,84
M2B,{},2,inner,M2K,cold only,4,4,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+8 @0.25,4,12,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+16 @0.25,4,20,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+32 @0.25,4,36,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+64 @0.25,4,68,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+8 @0.50,4,12,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+8 mixed,4,12,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+8 @0.25 (seed B),4,12,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+16 @0.50,4,20,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+16 mixed,4,20,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M2K,+16 @0.25 (seed B),4,20,-7123.368155,-7123.368155,0.0,0,-2635.7602300911135,-2635.7602300911135,0.0,2352,10.2,0.8,84
M2B,{},2,inner,M3,cold only,4,4,-7294.482765,-7294.483134,0.0003690000003189198,0,-2686.062555170393,-2686.0584511299057,1.7449151731138305e-06,2352,18.3,1.3,84
M2B,{},2,inner,M3,+8 @0.25,4,12,-7294.482765,-7294.48299,0.00022500000068248482,0,-2686.0601610917847,-2686.0584511299057,7.270246084128773e-07,2352,18.3,1.3,84
M2B,{},2,inner,M3,+16 @0.25,4,20,-7294.482765,-7294.48299,0.00022500000068248482,0,-2686.0601610917847,-2686.0584511299057,7.270246084128773e-07,2352,18.3,1.3,84
M2B,{},2,inner,M3,+32 @0.25,4,36,-7294.482765,-7294.482979,0.00021400000059657032,0,-2686.0599653338454,-2686.0584511299057,6.437941920398926e-07,2352,18.3,1.3,84
M2B,{},2,inner,M3,+64 @0.25,4,68,-7294.482765,-7294.482765,0.0,0,-2686.0584511299057,-2686.0584511299057,0.0,2352,18.3,1.3,84
M2B,{},2,inner,M3,+8 @0.50,4,12,-7294.482765,-7294.482876,0.00011100000028818613,0,-2686.065030135969,-2686.0584511299057,2.7971964555592646e-06,2352,18.3,1.3,84
M2B,{},2,inner,M3,+8 mixed,4,12,-7294.482765,-7294.482876,0.00011100000028818613,0,-2686.065030135969,-2686.0584511299057,2.7971964555592646e-06,2352,18.3,1.3,84
M2B,{},2,inner,M3,+8 @0.25 (seed B),4,12,-7294.482765,-7294.483005,0.00024000000030355295,0,-2686.0599466848234,-2686.0584511299057,6.358651861012972e-07,2352,18.3,1.3,84
M2B,{},2,inner,M3,+16 @0.50,4,20,-7294.482765,-7294.482876,0.00011100000028818613,0,-2686.065030135969,-2686.0584511299057,2.7971964555592646e-06,2352,18.3,1.3,84
M2B,{},2,inner,M3,+16 mixed,4,20,-7294.482765,-7294.482876,0.00011100000028818613,0,-2686.065030135969,-2686.0584511299057,2.7971964555592646e-06,2352,18.3,1.3,84
M2B,{},2,inner,M3,+16 @0.25 (seed B),4,20,-7294.482765,-7294.482979,0.00021400000059657032,0,-2686.0599653338454,-2686.0584511299057,6.437941920398926e-07,2352,18.3,1.3,84
M2B,{},2,inner,M3H,cold only,4,4,-7355.043466,-7355.043468,1.99999976757681e-06,0,-2700.552290037294,-2700.5530647676414,-3.2939215456200656e-07,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+8 @0.25,4,12,-7355.043466,-7355.043466,0.0,0,-2700.5530647676414,-2700.5530647676414,0.0,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+16 @0.25,4,20,-7355.043466,-7355.043466,0.0,0,-2700.5530647676414,-2700.5530647676414,0.0,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+32 @0.25,4,36,-7355.043466,-7355.043466,0.0,0,-2700.5530647676414,-2700.5530647676414,0.0,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+64 @0.25,4,68,-7355.043466,-7355.043466,0.0,0,-2700.5530647676414,-2700.5530647676414,0.0,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+8 @0.50,4,12,-7355.043466,-7355.043467,1.0000003385357559e-06,0,-2700.5539079862842,-2700.5530647676414,3.5851132771486367e-07,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+8 mixed,4,12,-7355.043466,-7355.043466,0.0,0,-2700.5530647676414,-2700.5530647676414,0.0,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+8 @0.25 (seed B),4,12,-7355.043466,-7355.043466,0.0,0,-2700.55305520745,-2700.5530647676414,-4.064707186103852e-09,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+16 @0.50,4,20,-7355.043466,-7355.043466,0.0,0,-2700.553221060275,-2700.5530647676414,6.645094966800997e-08,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+16 mixed,4,20,-7355.043466,-7355.043466,0.0,0,-2700.5530647676414,-2700.5530647676414,0.0,2352,2083.1,111.1,84
M2B,{},2,inner,M3H,+16 @0.25 (seed B),4,20,-7355.043466,-7355.043466,0.0,0,-2700.55305520745,-2700.5530647676414,-4.064707186103852e-09,2352,2083.1,111.1,84
M2B,{},2,inner,M3V,cold only,4,4,-7232.588263,-7232.588263,0.0,0,-2656.0603764693165,-2656.0603764693165,0.0,2352,9.6,0.8,84
M2B,{},2,inner,M3V,+8 @0.25,4,12,-7232.588263,-7232.588263,0.0,0,-2656.0603764693165,-2656.0603764693165,0.0,2352,9.6,0.8,84
M2B,{},2,inner,M3V,+16 @0.25,4,20,-7232.588263,-7232.588263,0.0,0,-2656.0603764693165,-2656.0603764693165,0.0,2352,9.6,0.8,84
M2B,{},2,inner,M3V,+32 @0.25,4,36,-7232.588263,-7232.588263,0.0,0,-2656.0603764693165,-2656.0603764693165,0.0,2352,9.6,0.8,84
M2B,{},2,inner,M3V,+64 @0.25,4,68,-7232.588263,-7232.588263,0.0,0,-2656.0603764693165,-2656.0603764693165,0.0,2352,9.6,0.8,84
M2B,{},2,inner,M3V,+8 @0.50,4,12,-7232.588263,-7232.588263,0.0,0,-2656.0603764693165,-2656.0603764693165,0.0,2352,9.6,0.8,84
